entry_date,exit_date,entry_price,exit_price,quantity,pl,pl_pct,duration_days,exit_reason,commission,initial_stop_loss
2020-01-30,2020-01-31,115.96369537125,112.8384239643,86,-288.4503232605566,-2.6950429588714298,1,Price crossed below MA,19.6769822628573,110.110455375
2020-02-04,2020-02-18,115.45167668984999,115.634661746,86,-4.136710276581653,0.15849493172939155,14,Price crossed below MA,19.8734251054831,109.624280715
2020-02-19,2020-02-21,117.32907852164999,115.77958874625001,84,-149.7382691840994,-1.32063576644732,2,Price crossed below MA,19.5811280505036,111.40692113499999
2020-05-20,2020-05-21,78.747658842345,77.66976097236001,126,-155.52372651476253,-1.3687998930139278,1,Price crossed below MA,19.708594896652833,74.7728894555
2020-05-26,2020-06-05,82.619081026065,95.81021973559501,120,1561.525129052201,15.966213307756849,10,Take profit hit,21.411516091399204,78.4489025235
2020-06-25,2020-06-26,84.464257753365,79.75427713289001,119,-580.0296994879882,-5.576300254988453,1,Stop loss hit,19.54200565146435,80.2009443935
2020-07-10,2020-07-27,83.815946239605,84.280123447705,119,35.23365547110916,0.5538053663118658,17,Price crossed below MA,20.00343229278989,79.5853562495
2020-07-28,2020-07-30,84.73011206409001,84.384495115765,118,-60.73832354957631,-0.4079033296492951,2,Price crossed below MA,19.955523647222893,80.453379771
2020-08-07,2020-08-20,86.523618339075,84.68891249093501,115,-230.68061358155137,-2.120468241341933,13,Price crossed below MA,19.68944104545115,82.1563592425
2020-08-24,2020-09-17,87.11564953674,85.72393154252501,114,-178.3595635835445,-1.5975522212321236,24,Price crossed below MA,19.70371224303621,82.71850780599999
2020-10-05,2020-10-28,87.02773486136999,84.74616382095,114,-279.6813230576645,-2.6216596859086283,23,Price crossed below MA,19.582224449784484,82.63503060299999
2020-11-02,2020-11-09,88.090977587055,102.6188786931,113,1620.1026112234285,16.49192857655366,7,Take profit hit,21.550213759657517,83.6446064045
2021-04-28,2021-06-14,135.52334180699998,140.13709010315,74,321.01850195374936,3.4043938369823445,47,Price crossed below MA,20.398871961351098,128.6828333
2021-07-12,2021-07-13,141.4706711856,139.22722186485,71,-179.21445217983091,-1.5858052428455172,1,Price crossed below MA,19.929550406581953,134.32997264
2021-08-06,2021-09-20,141.02297915145002,136.82104635445,71,-318.0641543979182,-2.979608587397231,45,Price crossed below MA,19.7269258109189,133.904877755
2021-09-23,2021-11-17,144.31799223465,148.00312751695,70,237.49699137838797,2.5534829200701825,55,Price crossed below MA,20.462478382612,137.033575835
2021-11-23,2021-11-26,151.5831745104,145.71743433525003,66,-406.7606917437115,-3.8696512288357687,3,Price crossed below MA,19.6218401838129,143.93204976
2022-01-04,2022-01-14,151.17782373629998,142.93357935905001,66,-563.5314815027905,-5.453342410610718,10,Stop loss hit,19.4113526042931,143.54715897
2022-02-09,2022-02-10,141.9076137477,141.17734941330002,70,-70.934450829267,-0.5146054641566478,1,Price crossed below MA,19.815947421270003,134.74486062999998
2022-05-26,2022-06-09,118.16523248969999,114.28063499805,84,-345.83164216756995,-3.287428467581266,14,Price crossed below MA,19.525452868971,112.20087043
2022-08-10,2022-08-26,109.03375053044999,105.50218361945001,91,-340.89535890864136,-3.23896673628018,16,Price crossed below MA,19.5227700076409,103.530297855
2022-09-07,2022-09-20,106.74053289464999,106.56944212325001,93,-35.74926941686135,-0.16028660037591402,13,Price crossed below MA,19.837827676664702,101.352829835
2022-10-17,2022-11-10,107.65836638205,125.39234346450002,92,1610.0852262795179,16.472456046302053,24,Take profit hit,21.440665305882604,102.224335895
2023-04-14,2023-06-28,130.88078398815,130.61802171829999,77,-40.3681028178471,-0.20076459037241534,75,Price crossed below MA,20.13540803939665,124.27460748499999
2023-06-29,2023-08-22,135.31486231935,138.9073873621,74,245.55440668707342,2.6549375147509435,54,Price crossed below MA,20.2924464764273,128.484876765
2023-10-13,2023-10-18,141.62254918665,139.48305628365003,71,-171.86249410138953,-1.5107007431283015,5,Price crossed below MA,19.9584979883913,134.474184635
2023-11-08,2023-12-19,138.48388734,161.03022980740002,73,1624.018469568442,16.280841692467195,41,Take profit hit,21.864530551760204,131.493946
